product_name;price;product_vat_rate;product_msr;product_characteristics;okpd2_code;okpd2_name;inn;country_code
Препараты диагностические (реагенты) микробного и вирусного происхождения  наборы диагностические;24138.47000000000;10%;Набор;"";21.10.60.196;Препараты диагностические (реагенты) микробного и вирусного происхождения  наборы диагностические;84ec21fdcca633da8e53b8d1421464e6;276
Реагенты диагностические;5637.43000000000;10%;Набор;"";21.20.23.110;Реагенты диагностические;84ec21fdcca633da8e53b8d1421464e6;276
Средофф Агар Мюллера-Хинтона, 10 чашек/упак, CM0337-1-SF;65.00000000000;10%;Штука;Форма выпуска: Готовые к применению || Объем питательной среды: 20;20.59.52.140;Среды готовые питательные для выращивания микроорганизмов;4adcc3433771875eb71b385a5f78ebd1;643
Крупа ячневая;39.00000000000;Без НДС;Килограмм;Номер крупы: 2 || Дополнительные показатели (характеристики): Указаны в прикрепленном файле «Техническое задание» || Фасовка, кг: От 0,4 до 1,0 включительно;10.61.32.115;Крупа ячневая;16975320f4b8b42f98862009f514ab6b;643
Пшено;64.00000000000;Без НДС;Килограмм;Фасовка, кг: От 0,4 до 1,0 включительно || Дополнительные показатели (характеристики): Указаны в прикрепленном файле «Техническое задание» || Сорт: Первый;10.61.32.114;Пшено;16975320f4b8b42f98862009f514ab6b;643
Средство дезинфицирующее Ника-экстра М Профи,  5л.;495.00000000000;Без НДС;Литр кубический дециметр;"";20.20.14.000;Средства дезинфекционные;1bc0c34cae083573c666d107adbca70c;643
электроэнергия;4.18181800000;20%;Киловатт-час;"";35.14.10.000;Услуги по торговле электроэнергией;e5281eb53766f3fb6a8f211a6acfcb03;643
Лопаты садово-огородные;568.50400000000;Без НДС;Штука;"";25.99.29.122;Лопаты садово-огородные;238fb1cf55a2ef1287491b25a4d84b8c;643
Канюля (катетер) внутривенная переферическая с крыльями и дополнительным портом № G18, стерильная;18.00000000000;Без НДС;Штука;"";32.50.13.110;Шприцы, иглы, катетеры, канюли и аналогичные инструменты;7462876f8eab181ee6d18a191ae659f4;356
Марля медицинская отбеленная,  100 % хлопок, фасованная;220.00000000000;Без НДС;Штука;Способ укладки: Отрезы;21.20.24.131;Бинты марлевые медицинские;7462876f8eab181ee6d18a191ae659f4;643
Лейкопластырь гипоаллергенный 5 см х 500 см;38.90000000000;10%;Штука;Вид основы для нанесения клеевого слоя: Нетканевая основа || Размер*: 5 см (+/- 0,5 см) х 500 см (+/- 50 см);21.20.24.110;Материалы клейкие перевязочные;84d504b2cd2ae9e532db202f23265e49;156
Лезвие хирургическое стерильное однократного применения;6.00000000000;Без НДС;Штука;"";32.50.13.190;Инструменты и приспособления, применяемые в медицинских целях, прочие, не включенные в другие группировки;5f7631a9c39a44c830b9ff714cbe78f8;156
Пакет для сбора, хранения и транспортировки медицинских отходов;3.62000000000;10%;Штука;Размер: 500 х 600 Миллиметр х Миллиметр || Тип изделия: пакет для сбора и утилизации медицинских отходов || Качество сварного шва: ровный, без пропусков, прожженых мест и складок || Основной цвет: желтый || Толщина одной стенки полиэтилена: не менее 15 Микрометр || Материал: полиэтилен || Класс отходов: Б || Описание: оснащен информационным окном для заполнения, а также сведений о текущем классе опасности отходов, нанесенных черной краской  оснащен стяжкой для герметизации || Область применения: сбор, маркировка и герметизация медицинских отходов;21.20.23.199;Средства нелечебные прочие;b13bbf20e05a40a00831cd19cfadfc4b;643
Яйца куриные в скорлупе свежие;6.14000000000;Без НДС;Штука;Категория яйца: Первая || Класс яйца: Столовое;01.47.21.000;Яйца куриные в скорлупе свежие;72b61e8f5a24d0a46c8ff71f21d2ba0e;643
Соль пищевая;10.00000000000;Без НДС;Килограмм;Соль йодированная: Нет || Упаковка: потребительская || Вид сырья для соли пищевой: Каменная || Вид соли по способу производства: Молотая || Соответствие нормативно-технической документации: ГОСТ Р 51574-2018 || Сорт: Первый;10.84.30;Соль пищевая;cbde8afdb8d36084dffe166c5273090a;643
Пакет для сбора, хранения и транспортировки медицинских отходов Размер 800 х 900мм х мм белый;3.62000000000;10%;Штука;Тип изделия: пакет для сбора и утилизации медицинских отходов || Класс отходов: А || Качество сварного шва: ровный, без пропусков, прожженых мест и складок || Размер: 800 х 900 Миллиметр х Миллиметр || Толщина одной стенки полиэтилена: не менее 15 Микрометр || Описание: оснащен информационным окном для заполнения, а также сведений о текущем классе опасности отходов, нанесенных черной краской  оснащен стяжкой для герметизации || Основной цвет: белый || Область применения: сбор, маркировка и герметизация медицинских отходов || Материал: полиэтилен;21.20.23.199;Средства нелечебные прочие;b13bbf20e05a40a00831cd19cfadfc4b;643
Ширма медицинская;27909.00000000000;Без НДС;Штука;ширма медицинская: Предназначена для защиты медицинского персонала от воздействия рентгеновских лучей во время работы рентгеновского оборудования.  Ширма ренгенозащитная односекционная,  Высота панели не менее 1000 мм, ширина не менее 900 мм  Ширма должна иметь функцию передвижения на роликах, ножки – не менее 4 штук. Свинцовый эквивалент конструкции– не менее 3 мм Pb. Рентгенозащитный материал – листовой свинец. Наружные и внутренние поверхности изделия, обработанные порошковым покрытием, устойчивы к дезинф;32.50.50.190;Изделия медицинские, в том числе хирургические, прочие, не включенные в другие группировки;e27be784f93b07bd5547c2b87d2253ed;643
Тепловая энергия отпущенная котельными через присоединенные тепловые сети;2671.12600000000;Без НДС;Гигакалория;"";35.30.11.120;Энергия тепловая, отпущенная котельными;e1cf75eed62f5d0fc3148390337d0eab;643
Молоко цельное сгущенное с сахаром;180.00000000000;Без НДС;Килограмм;Вид продукта: Молоко сгущенное с сахаром || Вид продукта по массовой доле жира: Цельный || Наличие вкусовых компонентов: Нет;10.51.51;Молоко и сливки, сгущенные или с добавками сахара или других подслащивающих веществ, не сухие;0a902a3eaf606488dba0d143f06ab1cd;643
Шприц общего назначения, 5мл;3.52000000000;Без НДС;Штука;Коннектор: Луер Слип || Игла в комплекте: Одна и более;32.50.13.110;Шприцы, иглы, катетеры, канюли и аналогичные инструменты;dca57d889d0d97b696c7b2702853dedd;643
Бумага туалетная;8.41000000000;0%;Штука;"";17.22.11.110;Бумага туалетная из бумажной массы, бумаги, целлюлозной ваты и целлюлозных волокон и полотна из целлюлозных волокон;942e8bb2372cdf3125197afc5fdc44d4;643
Обувь летняя с верхом из кожи (ботинки с высокими берцами летние черного цвета)   ТО 086-00034921-2016, изм.1;3000.00000000000;20%;Пара (2 шт.);Половой признак: Мужская || Дополнительные функциональные характеристики товаров, работ, услуг: Обувь изготавливается литьевым методом крепления подошвы || Материал верха: Натуральная кожа || Размер (штихмассовый): 37 || Нормативно-техническая документация: ТО 086-00034921-2016, изм.1 || По высоте заготовки верха: Ботинки;15.20.13.130;Обувь летняя с верхом из кожи;b207885aaa3f3886ede9d260a48816cc;643
Обувь зимняя с верхом из кожи (ботинки с высокими берцами зимние черного цвета)   ТО 136-00034921-2021;3650.00000000000;20%;Пара (2 шт.);Материал верха: Натуральная кожа || По высоте заготовки верха: Ботинки || Нормативно-техническая документация: ТО 136-00034921-2021 || Размер (штихмассовый): 47 || Половой признак: Мужская || Дополнительные функциональные характеристики товаров, работ, услуг: Обувь изготавливается литьевым методом крепления подошвы;15.20.13.140;Обувь зимняя с верхом из кожи;b207885aaa3f3886ede9d260a48816cc;643
Пленка рентгеновская медицинская, экранная  Пленка рентгеновская медицинская ORTHO CP-GU M  Agfa N.V.;4853.85000000000;10%;Штука;"";26.60.11.130;Части и принадлежности аппаратов, основанных на использовании рентгеновского или альфа-, бета-, или гамма-излучений, применяемых в медицинских целях, включая хирургию, стоматологию, ветеринарию;6e99fcb0fb9401f6b3503e8d4d903f70;056
Кисель сухой;147.50000000000;Без НДС;Килограмм;Вид киселя сухого: На плодовых (ягодных) экстрактах концентрированных соков;10.89.19.231;Кисели на плодово-ягодной основе (сухой кисель);03602f995dafc9a409747772029437b5;643
Катетер уретральный для однократного дренирования СН12;6.00000000000;Без НДС;Штука;Материал: Поливинилхлорид медицинского назначения || Описание: Гладкая, обработанная поверхность обеспечивает легкое введение. Закрытый, закругленной формы конец обеспечивает безболезненное введение. Два латеральных отверстия большого диаметра обеспечивают эффективный дренаж без риска обтурации катетера. Коннектор конической формы подходит к любому типу мочеприемника, имеет цветовую кодировку || Упаковка: стерильная индивидуальная || Тип изделия: Катетер урологический мужской Нелатона однократного применения || Стерильность: стерильный || Длина: не менее 40, но не более 42 Сантиметр || Размер: СН12 || Область применения: непродолжительная катетеризация мочевого пузыря;32.50.13.190;Инструменты и приспособления, применяемые в медицинских целях, прочие, не включенные в другие группировки;35fb4eaa102b9adeb3a349fe62969db7;156
Бутылка с колпачком;32.60000000000;Без НДС;Штука;"";22.22.14.000;Бутыли, бутылки, флаконы и аналогичные изделия из пластмасс;1c11b0f09298f80c4e372347ae99ddbd;643
Воротник рентгенозащитный;2592.70000000000;0%;Штука;"";14.12.30.160;Средства защиты от радиации и воздействия других неблагоприятных факторов внешней среды специализированные, не содержащие встроенных дыхательных аппаратов;9e185691371a38113d679d7ebc0ba1e8;643
Кюветы для анализатора CLIMA;26030.00000000000;Без НДС;Штука;"";20.59.52.199;Реагенты сложные диагностические или лабораторные прочие, не включенные в другие группировки;6cbeefcb5dee93d36cfd23cd5fa01a3e;724
Уплотнители резиновые;168.06490000000;20%;Килограмм;"";22.19.73.114;Уплотнители резиновые;a42fba20eba890814f5d1abc102e9f86;643
Чай черный (ферментированный);300.00000000000;Без НДС;Килограмм;Вид чая черного (ферментированного) по способу обработки листа: Гранулированный;10.83.13.120;Чай черный (ферментированный) в упаковках массой не более 3 кг;e9beb072dfc8fc7bd5c94fec64354401;643
Подгузники для взрослых;30.00000000000;10%;Штука;"";17.22.12.130;Изделия санитарно-гигиенического назначения прочие из бумажной массы, бумаги, целлюлозной ваты и полотна из целлюлозных волокон;3eaf37c14502788d01000ad993bb2508;643
Подгузники для взрослых;26.52000000000;10%;Штука;"";17.22.12.130;Изделия санитарно-гигиенического назначения прочие из бумажной массы, бумаги, целлюлозной ваты и полотна из целлюлозных волокон;3eaf37c14502788d01000ad993bb2508;643
Нить капроновая крученая (Россия) Медицинские изделия: Нить хирургическая полиамидная, нерассасывающаяся, полинить (нить хирургическая синтетическая на основе полиамида, крученая. Цвет белый. Условный размер - 2 (метрический размер  5), длина нити 75 см. Одна атравматическая обратно-режущая игла, длиной 40 мм, изгиб иглы – 3/8 окружности. Игла изготовлена из коррозионностойкой стали. Соединение нити с иглой  выполнено объемно-цилиндрическим способом. Индивидуальная стерильная упаковка).;24.37000000000;Без НДС;Штука;"";21.20.24.120;Шовные материалы;86c764e1444bae502c48f9dc725b39fa;643
Нить капроновая крученая (Россия) Медицинские изделия: Нить хирургическая полиамидная, нерассасывающаяся, полинить (нить хирургическая синтетическая на основе полиамида, крученая. Цвет белый. Условный размер - 2/0 (метрический размер  3), длина нити 75 см. Одна атравматическая обратно-режущая игла, длиной 40 мм, изгиб иглы – 3/8 окружности. Игла изготовлена из коррозионностойкой стали. Соединение нити с иглой  выполнено объемно-цилиндрическим способом. Индивидуальная стерильная упаковка).;16.85000000000;Без НДС;Штука;"";21.20.24.120;Шовные материалы;86c764e1444bae502c48f9dc725b39fa;643
Кювета для анализаторов   Королевство Испания;5.73000000000;10%;Штука;"";32.50.50.190;Изделия медицинские, в том числе хирургические, прочие, не включенные в другие группировки;4d354931334d8d6f4bd55f80e93b13fd;724
Изделия для взятии проб крови: Игла двусторонняя с визуализацией 21G;1586.00000000000;Без НДС;Упаковка;"";32.50.13.110;Шприцы, иглы, катетеры, канюли и аналогичные инструменты;eb808666203326137c6be262b28f7502;156
Шприц одноразовый стерильный объёмом 2 мл;5.65000000000;Без НДС;Штука;Игла в комплекте: Две и более || Коннектор: Луер Слип;32.50.13.110;Шприцы, иглы, катетеры, канюли и аналогичные инструменты;eb808666203326137c6be262b28f7502;156
Шприц одноразовый стерильный объёмом 10 мл;6.10000000000;Без НДС;Штука;Игла в комплекте: Одна и более || Коннектор: Луер Слип;32.50.13.110;Шприцы, иглы, катетеры, канюли и аналогичные инструменты;eb808666203326137c6be262b28f7502;156
Палочка ватная;0.20000000000;Без НДС;Штука;"";21.20.24.150;Изделия медицинские ватно-марлевые;d52608c0d0156c787ea7f609066b86d5;643
Противопролежневый матрац полиуретановый;7605.00000000000;0%;Штука;"";22.19.71.190;Изделия из резины, кроме твердой резины (эбонита), гигиенические или фармацевтические прочие;febc664779767365a90c8842954fcadc;643
Набор реагентов МилаЛаб-ИФА-АНТИ-HCV Тест-система иммуноферментная для выявления антител к вирусу гепатита С (Комплект №1), 96 опр;4574.00000000000;Без НДС;Набор;"";20.59.52.199;Реагенты сложные диагностические или лабораторные прочие, не включенные в другие группировки;6fd651fd812217e0d8ccca30229a4d6e;643
тепловая энергия;2971.59000000000;Без НДС;Гигакалория;"";35.30.11.120;Энергия тепловая, отпущенная котельными;aefe0f3f88c4d9d9491ddbe85ab3e195;643
Сыры твердые;531.98000000000;10%;Килограмм;Вид сырья: Коровье молоко || Вид сыра: Сычужный || Наличие вкусовых компонентов: Нет || Массовая доля жира в пересчете на сухое вещество: Жирные;10.51.40.130;Сыры твердые;f8fc7b719dd6e914e148e2b08fd44a75;643
Датчики пульсоксиметрическиеUnimed;1441.76000000000;10%;Штука;"";32.50.13.190;Инструменты и приспособления, применяемые в медицинских целях, прочие, не включенные в другие группировки;479f68783fdfd10be02593c023fddc5a;156
Горох шлифованный Наименование страны происхождения товара: Россия/Российская Федерация;38.00000000000;10%;Килограмм;Сорт, не ниже: Первый || Вид зерна: Колотое;01.11.75.110;Зерно гороха;e9b5b07caa50812f904ba1ddf979359a;643
Пшено  Наименование страны происхождения товара: Россия/Российская Федерация;39.00000000000;10%;Килограмм;Сорт: Первый;10.61.32.114;Пшено;e9b5b07caa50812f904ba1ddf979359a;643
Масло сливочное;409.43000000000;10%;Килограмм;Тип сливочного масла: Несоленое || Сорт: Высший || Вид сливочного масла: Сладко-сливочное;10.51.30.110;Масло сливочное;a58e7c91336a1a6c21efdedea8d91b3f;643
Масло сливочное;406.93000000000;10%;Килограмм;Тип сливочного масла: Несоленое || Сорт: Высший || Вид сливочного масла: Сладко-сливочное;10.51.30.110;Масло сливочное;a58e7c91336a1a6c21efdedea8d91b3f;643
Средство дезинфицирующее;358.56000000000;Без НДС;Килограмм;Форма выпуска: Таблетка;20.20.14.000;Средства дезинфекционные;0d69aec82a94e40a29a6b887a8956717;643
Закупка электрической энергии;1105500.00000000000;20%;Киловатт-час;"";35.11.10.122;Электроэнергия, произведенная блок-станциями теплоэлектроцентралей (ТЭЦ);af1671d8ce2dcc4d8ac091a9dcb56646;643
В 06.04 ОБЩИЙ БЕЛОК-ВИТАЛ;1063.01000000000;Без НДС;Набор;дополнительные характеристики: в соответствии с позицией 1 Описания объекта закупки (Приложение №1 к Информационной карте) в прикрепленных файлах || Назначение: Для анализаторов открытого типа и ручной постановки;21.20.23.110;Реагенты диагностические;17cffbb5d54be6e55f93b088a9872671;643
Подача Абоненту через присоединенную сеть тепловой энергии в горячей воде (горячая вода - компонент на тепловую энергию за 1 полугодие 2022 года);1958.86000000000;20%;Гигакалория;"";35.30.12.110;Услуги по приготовлению воды на нужды горячего водоснабжения;a0603b3d1de58cacd99a6b654d02378f;643
Творог;220.00000000000;Без НДС;Килограмм;Массовая доля жира, min, %: ≥ 7 || Вид молочного сырья: Нормализованное молоко || Способ производства: Прессование || Массовая доля жира, max, %: ≤ 9;10.51.40.300;Творог;c4d26d6ff936c646274660e0c2b07257;643
Шапочка-фиксатор IF LP размер 6;19542.75000000000;0%;Упаковка;"";32.50.13.190;Инструменты и приспособления, применяемые в медицинских целях, прочие, не включенные в другие группировки;1d594ee369a9877742739c854240d3fd;840
Иглодержатель, многоразового использования (код позиции КТРУ: 32.50.13.190-00007365)	наличие	- Иглодержатель общехирургический	наличие	- Инструмент многоповерхностный	наличие	- Исполнение	в виде двух соединенных между собой, перекрещенных браншей с кольцевидными ручками	- Общая длина 	160мм	- Рабочие части сужающиеся дистально, прямые	наличие	- Длина рабочей поверхности от соединения   	-	30,0мм Длина рабочей платформы 	-	23,0мм Шахматная насечка на рабочей платформе	наличие	- Полусферическое углубление в центре рабочей платформы	наличие	- Ширина рабочих кончиков в зауженной части 	-	2,5мм Ширина рабочих кончиков у основания	-	4,0мм Максимальное раскрытие губок (от кончика до кончика)	-	55,0мм Боковое смещение сомкнутых рабочих частей	0мм	- Тип соединения браншей 	коробчатый	- Тип фиксатора	трехзубчатая кремальера  	- Внутренний диаметр колец  	-	22,0мм Кольца без упора	наличие	- Материал	сталь	- Поверхность инструмента	антибликовая	- Поверхность инструмента без раковин, забоев, царапин, выкрошенных мест, заусенцев, расслоений, прижогов, окалин, частиц материалов шлифовки, полировки, следов смазки	наличие	- Устойчивость к циклу обработки, состоящему из дезинфекции, предстерилизационной очистки и стерилизации	наличие	- Упаковка	индивидуальная упаковка с этикеткой	- Маркировка инструмента лазером с использованием матричного кода типа data-matrix в соответствии со стандартом ГОСТ Р ИСО/МЭК 16022-2008 для системы учета использования, обработки, стерилизации и хранения, а также наименования производителя, артикула, знак СЄ.	наличие	-;959.40000000000;Без НДС;Штука;"";32.50.13.190;Инструменты и приспособления, применяемые в медицинских целях, прочие, не включенные в другие группировки;69f220674f18e1ff5a532e48a30e8d58;586
Катетер баллонный для коронарной ангиопластики, стандартный;12733.33000000000;Без НДС;Штука;Тип баллона (Система доставки): Монорельсовый (Быстрая замена);32.50.13.110;Шприцы, иглы, катетеры, канюли и аналогичные инструменты;2dc8074bc60096783513871f1d437616;372|484
